사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
장성군농업기술센터농기계임대사업소 북부분소,061-390-7195,전라남도 장성군 북이면 방장로 950-10,전라남도 장성군 북이면 사거리 787-32,35.43062362,126.8054696,27,8,33,11,14,2,0,0,승용제초기10+휴대용전동가위8+콩파종기5+잔가지파쇄기5+동력살분무기5+동력분무기4+농용굴삭기4+육묘용파종기3+상차용2톤분무기3+동력운반차3+동력보행제초기3+농용고압세척기3 등0,061-390-7195,전라남도 장성군 농업기술센터,2024-05-01,4980000,전라남도 장성군
파주시 농업기술센터 본소,031-940-4509,경기도 파주시 월롱면 통일로620번길 35,경기도 파주시 월롱면 영태리 379-2,37.7651568193,126.7962248274,66,4,29,11,30,1,0,1,굴삭기(5)+비료동력살포기(3)+동력살분무기(2)+채소이식기(3)+잔가지파쇄기(7)+예취기(4)+밀차형분무기(2)+인력파종기(8)+인력피복기(5)+육묘적재이송기(2)+고추세척기(2)+콩적심기(2)+선별기(1),031-940-5260,경기도 파주시농업기술센터,2024-05-20,4060000,경기도 파주시
파주시 농업기술센터 북부지소,031-940-5263,경기도 파주시 파평면 청송로 503-5,경기도 파주시 파평면 덕천리 479-2,37.9353494970,126.8655263019,111,4,24,16,32,1,0,1,굴삭기(5)+비료동력살포기(4)+동력살분무기(4)+채소이식기(5)+잔가지파쇄기(5)+승용퇴비살포기(2)+예취기(7)+밀차형분무기(2)+인력파종기(7)+인력피복기(5)+육묘적재이송기(3)+고추세척기(2)+승용제초기(2)+콩적심기(4)+붐스프레이어(1)+선별기(1),031-940-5260,경기도 파주시농업기술센터,2024-05-20,4060000,경기도 파주시
본소농기계임대사업소,063-290-3306,전북특별자치도 완주군 고산면 고산천로 720-45,전북특별자치도 완주군 고산면 삼기리 945-70,35.98427991,127.2202532,75,13,78,35,52,7,16,0,파쇄기(12)+ss퇴비살포기(3)+굴삭기(3)+방제기(6)+베토기(3)+예취기(20)+마늘선별기(4)+파종기(38)+비료농약살포기(10)+전동가위(5)+세척기(3)+마늘쪽분리기(9)+비닐피복기(6)+이식기(5)+볍씨탈망기(2)+스키로더(1)+파이프벤딩기(6)+박피기(10)+콤바인(2)+블로워(2)+트리마(2)+비닐하우스견인기(2),063-290-3280,전북특별자치도 완주군농업기술센터,2024-06-04,4721000,전북특별자치도 완주군
영광군농기계임대사업소 남부분소,061-350-4688,전라남도 영광군 군남면 천년로 626-3,전라남도 영광군 군남면 설매리 1434-1,35.24009052,126.4301945,103,20,44,16,25,0,2,4,농업용로우더(1)+농용파이프벤딩성형기(1)+농산물선별기(2)+농산물순제거기(2)+농업용굴착기(2)+농업용콘베이어(2)+동력중경제초기(2)+퇴비살포기(2)+동력이식기(3)+비닐피복기(3)+육묘잎자르기(3)+동력살포기(4)+탈망기(4)+종자소독기(5)+휴대용자동전동가위(5)+동력살분무기(6)+동력파쇄기(6)+동력제초기(7)+동력분무기(8)+육묘상자운반기구(8)+동력배토기(10)+종자발아기(19),061-350-4834,전라남도 영광군청,2024-08-14,4970000,전라남도 영광군
제주농업기술센터,064-760-7749,제주특별자치도 제주시 애월읍 상귀길 173,,33.4592643,126.4036806,75,0,3,1,6,0,0,0,,064-760-7511,제주특별자치도 농업기술원,2024-08-14,6500000,제주특별자치도
서귀포농업기술센터,064-760-7816,제주특별자치도 서귀포시 남원읍 중산간동로 7413,,33.28797192,126.6077967,11,0,10,0,0,0,0,0,,064-760-7511,제주특별자치도 농업기술원,2024-08-14,6500000,제주특별자치도
동부농업기술센터,064-760-7671,제주특별자치도 제주시 구좌읍 충렬로 166,,33.51094222,126.8426837,89,0,16,6,0,22,0,0,,064-760-7511,제주특별자치도 농업기술원,2024-08-14,6500000,제주특별자치도
동부농업기술센터 분소,064-760-7685,제주특별자치도 서귀포시 표선면 서성일로 138,,33.40074936,126.8089363,47,0,5,6,0,5,0,0,,064-760-7511,제주특별자치도 농업기술원,2024-08-14,6500000,제주특별자치도
서부농업기술센터,064-760-7974,제주특별자치도 제주시 한림읍 월림7길 90,,33.35346624,126.2476976,52,0,7,8,4,4,0,0,,064-760-7511,제주특별자치도 농업기술원,2024-08-14,6500000,제주특별자치도
청양군농업기술센터농기계임대사업소,041-940-4744,충청남도 청양군 청양읍 구봉로 1026-84,충청남도 청양군 청양읍 정좌리 455,36.42289429,126.7796519,104,39,41,28,49,4,3,11,농용굴삭기(4)+농용파이프벤딩성형기(1)+동력분무기(10)+동력살분무기(20)+동력배토기(8)+은행탈피기(7)+탑재형동력분무기(11),041-940-4744,충청남도 청양군청,2025-01-02,4590000,충청남도 청양군
청양군농업기술센터농기계임대사업소(동부지소),041-940-4747,충청남도 청양군 정산면 효자길 62,충청남도 청양군 정산면 서정리 221,36.40861994,126.9463166,128,22,37,30,45,4,3,9,농용굴삭기(5)+농용파이프벤딩성형기(3)+동력분무기(10)+동력살분무기(20)+동력배토기(5)+은행탈피기(8)+탑재형동력분무기(10),041-940-4747,충청남도 청양군청,2025-01-02,4590000,충청남도 청양군
강진군 농기계임대사업소 본소,061-430-3675,전라남도 강진군 군동면 진흥로 85,전라남도 강진군 군동면 호계리 420,34.64482214,126.7900403,84,5,20,14,13,6,3,0,,061-430-3675,전라남도 강진군 농업기술센터,2024-12-30,4920000,전라남도 강진군
농기계임대사업소 칠량분점,061-430-3678,전라남도 강진군 칠량면 장포길 6,전라남도 강진군 칠량면 장계리 463-2,34.55120037,126.805184,39,5,14,9,9,2,0,0,,061-430-3678,전라남도 강진군 농업기술센터,2024-12-30,4920000,전라남도 강진군
농기계임대사업소 도암분점,061-430-3690,전라남도 강진군 도암면 학장로 8,전라남도 강진군 도암면 항촌리 431-1,34.54887684,126.7281087,49,5,14,11,11,2,0,0,,061-430-3690,전라남도 강진군 농업기술센터,2024-12-30,4920000,전라남도 강진군
농기계임대사업소 작천분점,061-430-3670,전라남도 강진군 작천면 까치내로 919,전라남도 강진군 작천면 군자리 197-5,34.70945809,126.7669578,50,6,17,12,10,3,0,0,,061-430-3670,전라남도 강진군 농업기술센터,2024-12-30,4920000,전라남도 강진군
남산면사무소,033-245-5452,강원특별자치도 춘천시 남산면 한치로 73,강원특별자치도 춘천시 남산면 창촌리 67-3,37.791861,127.646189,14,2,4,0,0,0,2,2,,033-245-5452,강원특별자치도 춘천시 남산면사무소,2024-11-22,4181000,강원특별자치도 춘천시
평창군농기계임대센터 평창본소,033-330-4710,강원특별자치도 평창군 평창읍 여만길 46,강원특별자치도 평창군 평창읍 여만리 357-6,37.37806678,128.3955482,276,26,45,40,77,33,5,22,장작제조기(1)+사료배합기(1),033-330-4777,평창군농업기술센터,2023-07-31,4281000,강원특별자치도 평창군
평창군농기계임대센터 용평분소,033-330-4711,강원특별자치도 평창군 용평면 새터마을길 4-21,강원특별자치도 평창군 용평면 백옥포리 181-5,37.58643182,128.406524,148,5,35,25,28,36,2,8,육묘용파종기(1)+전엽기(1),033-330-4711,평창군농업기술센터,2023-07-31,4281000,강원특별자치도 평창군
평창군농기계임대센터 진부분소,033-335-0091,강원특별자치도 평창군 진부면 오대천로 1970-6,강원특별자치도 평창군 진부면 하진부리 351,37.62991784,128.5543644,103,5,25,18,26,31,0,0,,033-335-0091,평창군농업기술센터,2023-07-31,4281000,강원특별자치도 평창군
평창군농기계임대센터 대관령분소,033-330-4714,강원특별자치도 평창군 대관령면 솔재길 12,강원특별자치도 평창군 대관령면 용산리 1-74,37.6804572,128.6699085,65,0,15,3,4,8,0,1,,033-330-4714,평창군농업기술센터,2023-07-31,4281000,강원특별자치도 평창군
농기계임대사업소,061-470-6618,전라남도 영암군 덕진면 금호길 11,전라남도 영암군 덕진면 장선리 676-6,34.82703253,126.671985,121,0,28,11,47,0,0,0,,061-470-6611,전라남도 영암군청,2023-11-09,4940000,전라남도 영암군
농기계임대서부사업소,061-470-6638,전라남도 영암군 삼호읍 오복길 298-28,전라남도 영암군 삼호읍 망산리 878,34.72420684,126.5123513,73,0,18,11,27,0,0,0,,061-470-6611,전라남도 영암군청,2023-11-09,4940000,전라남도 영암군
농기계임대북부사업소,061-470-6658,전라남도 영암군 시종면 달보는길 19,전라남도 영암군 시종면 만수리 750-1,34.8755219,126.6128307,60,0,14,7,18,0,0,0,,061-470-6611,전라남도 영암군청,2023-11-09,4940000,전라남도 영암군
서면사무소,033-245-5480,강원특별자치도 춘천시 서면 금산길 31,강원특별자치도 춘천시 서면 금산리 925-2,37.898711,127.692796,19,0,17,4,0,0,1,0,,033-245-5480,강원특별자치도 춘천시 서면사무소,2024-11-22,4181000,강원특별자치도 춘천시
사북면사무소,033-245-5499,강원특별자치도 춘천시 사북면 영서로 4721,강원특별자치도 춘천시 사북면 신포리 413-3,38.0297575,127.640628,18,2,6,3,3,0,5,2,"농용굴착기(1),퇴비살포기(1)",033-245-5499,강원특별자치도 춘천시 사북면사무소,2024-11-22,4181000,강원특별자치도 춘천시
북산면사무소,033-245-5526,강원특별자치도 춘천시 북산면 북산로 493,강원특별자치도 춘천시 북산면 오항리 398,37.987332,127.885967,9,2,0,0,0,0,3,0,"농용굴착기(1), 자주형파쇄기(1),보행재초기(2)",033-245-5526,강원특별자치도 춘천시 북산면사무소,2024-11-22,4181000,강원특별자치도 춘천시
농업기술센터,033-250-3381,강원특별자치도 춘천시 신북읍 신북로 262,강원특별자치도 춘천시 신북읍 산천리 342-2,37.949293,127.750516,105,11,52,11,20,4,0,1,"농용굴착기(9),다목적터스터기(1),승용제초기(4),보행제초기(10), 자주형 파쇄기(7),스키로더(1),무인방재기(1),콤바인(4),동력운반차(1),동력예취기(2),인력파종기(6)",033-250-3381,강원특별자치도 춘천시 농업기술센터,2024-11-22,4181000,강원특별자치도 춘천시
양산시농기계임대사업소,055-392-5316,경상남도 양산시 동면 양산대로 618,경상남도 양산시 동면 석산리 392,35.32391639,129.0333864,78,3,21,18,11,0,2,3,굴삭기(2)+농산물건조기(4)+지주설치기(1)+파이프벤딩기(1)+동력분무기(1)+동력제초기(9)+동력파쇄기(5)+콤파인(2)+탈망기(1)+퇴비살포기(5),055-392-5361,경상남도 양산시청 농정과,2024-11-29,5380000,경상남도 양산시
경기도 광주시 농업기술센터,031-760-2253,경기도 광주시 이배재로 209-5,경기도 광주시 목현동 42-1번지,37.43194566,127.2343488,26,21,33,9,11,2,4,3,파이프성형기(1)+농용굴삭기(1)+콩예취기(1)+무동력비닐피복기(2)+목재파쇄기(3)+진동배토기(2)+드럼모우어(1)+진동휴립복토기(1)+탈망기(1)+씨앗파종기(2),031-760-2253,경기도 광주시 농업기술센터,2024-10-30,5540000,경기도 광주시
금산군농업기술센터 농기계임대사업소,041-750-3951,충청남도 금산군 금성면 의총길 25,,36.1265390649,127.4959091584,50,28,55,49,65,0,0,0,농용굴삭기(15)+그레이더(1)+돌수집기(8)+동력살분무기(11)+동력운반차(2)+로타베이터(6)+비료살포기(6)+심토파쇄기(1)+쟁기(26)+진압로울러(1)+콤프레셔(9)+퇴비살포기(16)+트랙터(6)+감자수확기(4)+고구마수확기(12)+덩쿨파쇄기(3)+굴착기(14)+깨탈곡기(8)+들깨대파쇄기(3)+다목적수확기(8)+땅콩탈피기(3)+마늘파종기(2)+마늘쪽분리기(2)+비닐피복기(11)+약초수확기(14)+묘삼수확기(3)+인삼수동파종기(17)+인삼수확기(21)+일륜관리기(17)+작판정지기(10)+중경제초기(10)+진동배토기(3)+인력파종기(21)+콩예취기(3)+콩탈곡기(40)+정선기(9)+콩정선기(4)+휴립기(3)+동력제초기(2)+잔가지파쇄기(11)+전정가위(6)+파이프밴딩기(6)+승용인삼작판정지기(5)+농두렁조성기(10)+논두렁제초기(2)+벼육묘용파종기(5)+볍씨발아기(10)+탈망기(3)+디스크모아(2)+랩피복기(3)+반전집초기(3)+베일러(5)+스키로더(2)+옥수수파종기(4),041-750-3943,금산군농업기술센터,2024-11-07,4550000,충청남도 금산군
예산군 농기계임대사업장(농기계팀),041-339-8132,충청남도 예산군 신암면 오신로 852,충청남도 예산군 신암면 종경리 281-22,36.74272204,126.8140246,162,16,28,25,68,7,3,2,,041-339-8132,예산군 농업기술센터,2024-11-07,4610000,충청남도 예산군
예산군 농기계임대사업장(동부농업지원팀),041-339-8188,충청남도 예산군 신양면 예당남로 700,충청남도 예산군 신양면 녹문리 370-1,36.60581394,126.8546939,106,5,12,13,40,3,0,0,,041-339-8188,예산군 농업기술센터,2024-11-07,4610000,충청남도 예산군
대전광역시농업기술센터,042-270-6932,대전광역시 유성구 교촌대정로 97,대전광역시 유성구 교촌동 568,36.3078889602,127.3063613676,4,5,14,8,18,0,0,0,80,042-270-6931,대전광역시농업기술센터,2020-12-17,6300000,대전광역시
농기계임대사업소(동부분소),054-930-8025,경상북도 성주군 초전면 문덕로 417-5,경상북도 성주군 초전면 대장리 764,35.97262041,128.2607585915,36,3,4,4,3,0,0,0,19,054-933-1621,경상북도 성주군 농업기술센터,2020-07-10,5210000,경상북도 성주군
완도군농업기계 임대사업장,061-550-5966,전라남도 완도군 완도읍 청해진로 1263-82,,34.36978957,126.7287206,48,4,20,12,6,3,0,0,,061-550-5961,전라남도 완도군,2022-12-15,4990000,전라남도 완도군
농기계임대사업(본점),061-320-2502,전라남도 함평군 학교면 학교화산길 88,전라남도 함평군 학교면 월산리 1544-2,35.0530551,126.5408856,24,1,13,6,12,0,3,2,0,061-320-2470,함평군 농업기술센터,2023-03-20,4960000,전라남도 함평군
농기계임대사업(동부점),061-320-2900,전라남도 함평군 해보면 해삼로 392-12,전라남도 함평군 해보면 문장리 647,35.18428906,126.6066281,24,4,8,4,14,0,3,0,0,061-320-2470,함평군 농업기술센터,2023-03-20,4960000,전라남도 함평군
농기계임대사업(서부점),061-320-2903,전라남도 함평군 손불면 손무로 728,전라남도 함평군 손불면 대전리 190-3,35.14173886,126.4338171,22,0,9,5,17,0,2,0,0,061-320-2470,함평군 농업기술센터,2023-03-20,4960000,전라남도 함평군
횡성군농기계임대사업소 서부지소,033-340-5529,강원특별자치도 횡성군 서원면 서원로 454,강원특별자치도 횡성군 서원면 압곡리 271,37.4892311,127.8813583,13,8,11,3,26,3,4,0,항타기(1)+분무기(4)+ 비료살포기(2)동력이식기(1)+ 동력파쇄기(2)+ 인력피복기(2)+ 육묘용파종기(4)+ 콩예취기(3)+ 파종기(5)+ 전동가위(1) +계(25),033-340-5532,강원특별자치도 횡성군농업기술센터,2023-08-31,4261000,강원특별자치도 횡성군
횡성군농기계임대사업소 동부지소,033-340-5536,강원특별자치도 횡성군 둔내면 고원남로 38,강원특별자치도 횡성군 둔내면 자포곡리 463-75,37.5069950894,128.2125557,44,11,14,15,33,2,2,0,항타기(2)+분무기(4)+ 비료살포기(2)+동력이식기(3)+ 동력파쇄기(3)+ 인력피복기(4)+ 육묘용파종기(4)+ 파종기(6)+ 전동가위(2)+ 동력퇴비살포기(3) +계(33),033-340-5532,강원특별자치도 횡성군농업기술센터,2023-08-31,4261000,강원특별자치도 횡성군
횡성군농기계임대사업소,033-340-5532,강원특별자치도 횡성군 공근면 영서로 152-1,강원특별자치도 횡성군 공근면 학담리 786,37.5274642,127.9616389,148,27,21,45,75,5,12,0,항타기(3)+분무기(8)+ 비료살포기(4)+동력이식기(5)+ 동력파쇄기(9)+ 인력피복기(3)+ 육묘용파종기(8)+ 콩예취기(2)+ 파종기(22)+ 전동가위(2)+ 동력퇴비살포기(24) +계(90),033-340-5532,강원특별자치도 횡성군농업기술센터,2023-08-31,4261000,강원특별자치도 횡성군
홍성군 농업기술센터,041-630-9129,충청남도 홍성군 홍성읍 내포로 230,충청남도 홍성군 홍성읍 옥암리 420-4,36.59308386,126.6452045,143,21,64,47,55,29,4,0,농업용사다리(34)+농용굴삭기(6)+농용로우더(3)+인력파종기(23)+동력이식기(7)+동력살분무기(13)+파이프성형기(10)+지주목설치기(7)+잔가지파쇄기(5)+넝쿨파쇄기(6)+육묘상자적재기(8)+육묘상자운반기(2)+퇴비살포기(11)+중경제초기(8)+무인제초보트(3)+벼종자탈망기(11)+마늘쪽분리기(6)+무인항공방제기(3)+전동가위(4)+양수기(1),041-630-9129,충청남도 홍성군청,2024-06-28,4600000,충청남도 홍성군
